DISTRITO FEDERAL,DISTRITO LOCAL,REGIÓN,MUNICIPIO,,POLÍGONO,SECCIÓN,LNOM,META,COMPROMISOS,AVANCE,DETECTADOS,OTROS,PORCENTAJE,EFECTIVIDAD
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1470902,164,82,12,31,2,29,2.439,-87.0968
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1471902,106,53,3,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1472902,344,172,35,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1473902,1506,753,125,1,0,1,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1478902,758,379,131,1,0,1,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_1480902,1294,647,92,181,5,176,0.7728,-94.4751
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1674902,1962,981,303,790,47,743,4.791,-88.1013
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1675902,2060,1030,179,255,5,250,0.4854,-96.0784
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1676902,916,458,91,334,12,322,2.6201,-92.8144
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1677902,1916,958,258,589,19,570,1.9833,-93.5484
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1678902,638,319,110,176,11,165,3.4483,-87.5
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1679902,852,426,46,96,1,95,0.2347,-97.9167
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1680902,840,420,127,106,5,101,1.1905,-90.566
5,6,R7,LEÓN DL3,,30_3220_4_03,438_56_1681902,6952,3476,385,1768,41,1727,1.1795,-95.362
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1682902,808,404,37,304,6,298,1.4851,-96.0526
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1683902,724,362,46,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1684902,452,226,36,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1685902,456,228,29,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1686902,684,342,70,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_7_03,438_56_1687902,4392,2196,43,576,9,567,0.4098,-96.875
5,6,R7,LEÓN DL3,,30_3220_2_03,438_56_1688902,568,284,37,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_3_03,438_56_1689902,950,475,51,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_7_03,438_56_1712902,426,213,16,45,0,45,0,-100
5,6,R7,LEÓN DL3,,30_3220_7_03,438_56_1713902,890,445,17,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_7_03,438_56_1714902,944,472,18,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3155902,1196,598,4,560,0,560,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3156902,536,268,,,,,,
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3157902,1920,960,63,208,0,208,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3158902,1246,623,7,49,0,49,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3159902,1232,616,2,87,0,87,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3160902,2254,1127,5,36,0,36,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3161902,1704,852,36,161,0,161,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3162902,1674,837,10,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3163902,1710,855,14,285,0,285,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3164902,1658,829,14,209,0,209,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3165902,1226,613,5,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3166902,1034,517,85,0,0,0,0,0
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3167902,1312,656,76,118,0,118,0,-100
5,6,R7,LEÓN DL3,,30_3220_51_03,438_56_3168902,1738,869,197,228,0,228,0,-100
5,7,R7,LEÓN DL4,,30_3220_9_03,438_56_1275902,934,467,342,58,2,56,0.4283,-93.1034
5,7,R7,LEÓN DL4,,30_3220_9_03,438_56_1276902,2194,1097,512,0,0,0,0,0
5,7,R7,LEÓN DL4,,30_3220_9_03,438_56_1277902,2094,1047,278,26,1,25,0.0955,-92.3077
5,7,R7,LEÓN DL4,,30_3220_9_03,438_56_1284902,3910,1955,404,56,0,56,0,-100
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1285902,5352,2676,517,365,14,351,0.5232,-92.3288
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1296902,498,249,84,7,0,7,0,-100
8,7,R7,LEÓN DL4,,30_3220_11_03,438_56_1297902,2428,1214,406,19,1,18,0.0824,-89.4737
8,7,R7,LEÓN DL4,,30_3220_12_03,438_56_1298902,1716,858,236,172,11,161,1.2821,-87.2093
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1299902,472,236,38,3,0,3,0,-100
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1300902,1096,548,124,0,0,0,0,0
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1301902,878,439,98,0,0,0,0,0
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1306902,820,410,87,5,0,5,0,-100
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1307902,674,337,110,1,0,1,0,-100
8,7,R7,LEÓN DL4,,30_3220_12_03,438_56_1308902,1754,877,268,283,34,249,3.8769,-75.9717
8,7,R7,LEÓN DL4,,30_3220_12_03,438_56_1309902,1330,665,138,362,16,346,2.406,-91.1602
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1310902,1328,664,187,4,0,4,0,-100
5,7,R7,LEÓN DL4,,30_3220_10_03,438_56_1311902,428,214,23,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_12_03,438_56_1322902,2418,1209,220,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_12_03,438_56_1343902,1540,770,166,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_13_03,438_56_1367902,1216,608,61,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_13_03,438_56_3037902,464,232,4,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3038902,480,240,25,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3039902,530,265,39,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3040902,348,174,20,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3041902,354,177,14,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3044902,504,252,12,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3046902,510,255,38,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3047902,498,249,20,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3051902,244,122,18,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3071902,382,191,61,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_53_03,438_56_3072902,266,133,30,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3073902,362,181,31,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_14_03,438_56_3074902,388,194,28,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3075902,334,167,36,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3076902,348,174,87,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3077902,416,208,67,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3078902,322,161,52,38,0,38,0,-100
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3079902,480,240,47,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3080902,344,172,48,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3081902,576,288,47,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3082902,262,131,24,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3083902,294,147,48,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3084902,284,142,51,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3085902,286,143,74,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3086902,354,177,72,20,0,20,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3087902,334,167,66,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3088902,260,130,33,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3089902,342,171,56,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3090902,286,143,22,86,0,86,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3091902,246,123,44,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3092902,360,180,29,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3093902,278,139,53,25,0,25,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3094902,256,128,26,30,0,30,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3095902,248,124,45,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3096902,386,193,37,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3097902,220,110,20,43,0,43,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3098902,322,161,50,39,0,39,0,-100
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3099902,308,154,14,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3100902,296,148,64,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3101902,230,115,16,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3131902,760,380,39,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3133902,426,213,85,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3134902,508,254,78,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3135902,588,294,55,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3136902,470,235,36,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3137902,446,223,55,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3138902,484,242,49,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3139902,472,236,54,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3140902,634,317,61,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_53_03,438_56_3141902,380,190,36,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3142902,768,384,37,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3149902,504,252,99,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3150902,530,265,68,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3151902,632,316,47,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_15_03,438_56_3152902,372,186,38,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3153902,386,193,57,0,0,0,0,0
8,7,R7,LEÓN DL4,,30_3220_16_03,438_56_3154902,616,308,56,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_1464902,394,197,28,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_1465902,462,231,38,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_1466902,450,225,30,63,1,62,0.4444,-96.8254
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_1467902,622,311,22,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1483902,1946,973,597,247,9,238,0.925,-92.7126
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1484902,1946,973,392,48,3,45,0.3083,-87.5
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1490902,5716,2858,843,540,12,528,0.4199,-95.5556
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1491902,1550,775,474,55,4,51,0.5161,-85.4545
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1492902,1978,989,181,39,2,37,0.2022,-89.7436
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1493902,1950,975,215,677,10,667,1.0256,-97.0458
7,8,R7,LEÓN DL5,,30_3220_55_03,438_56_1494902,2904,1452,388,409,3,406,0.2066,-98.533
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1721902,820,410,80,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1722902,816,408,62,142,0,142,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1723902,812,406,70,60,0,60,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1724902,604,302,59,209,0,209,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1731902,952,476,91,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1732902,1068,534,73,72,2,70,0.3745,-94.4444
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1733902,1060,530,66,208,0,208,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1734902,842,421,72,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1739902,828,414,65,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1741902,1860,930,224,127,0,127,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1742902,670,335,26,134,0,134,0,-100
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1747902,1830,915,137,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_18_03,438_56_1748902,898,449,73,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1750902,642,321,49,64,0,64,0,-100
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1751902,794,397,43,107,0,107,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1752902,786,393,78,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1753902,1160,580,88,315,0,315,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1754902,836,418,55,87,0,87,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1765902,782,391,104,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1767902,848,424,81,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1768902,864,432,47,150,0,150,0,-100
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1769902,736,368,41,57,0,57,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1770902,1012,506,39,376,0,376,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1771902,704,352,51,398,0,398,0,-100
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1773902,1196,598,100,65,0,65,0,-100
7,8,R7,LEÓN DL5,,30_3220_17_03,438_56_1774902,846,423,57,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1775902,756,378,54,80,0,80,0,-100
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1782902,732,366,39,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1783902,610,305,27,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_19_03,438_56_1784902,518,259,26,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1787902,1938,969,192,205,0,205,0,-100
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1794902,4010,2005,642,375,0,375,0,-100
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1795902,750,375,45,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1796902,700,350,69,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1797902,560,280,27,250,0,250,0,-100
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1803902,948,474,117,49,0,49,0,-100
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1807902,488,244,17,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_20_03,438_56_1808902,282,141,21,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1809902,3248,1624,276,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1810902,636,318,231,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1813902,1994,997,44,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1814902,896,448,51,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1818902,582,291,94,126,0,126,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_1823902,730,365,164,94,3,91,0.8219,-93.617
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1824902,520,260,54,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1827902,1276,638,53,461,4,457,0.627,-98.2646
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1828902,732,366,95,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_1832902,904,452,92,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1833902,616,308,92,55,1,54,0.3247,-96.3636
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1834902,594,297,77,235,7,228,2.3569,-94.0426
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1835902,616,308,93,63,0,63,0,-100
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1836902,476,238,32,38,0,38,0,-100
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1838902,770,385,80,301,5,296,1.2987,-96.6777
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1839902,818,409,100,151,6,145,1.467,-92.053
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1840902,758,379,121,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_21_03,438_56_1841902,802,401,114,336,0,336,0,-100
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1846902,1888,944,131,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1847902,2160,1080,163,239,0,239,0,-100
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1850902,570,285,46,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1854902,728,364,62,2,0,2,0,-100
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1855902,604,302,83,164,0,164,0,-100
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1857902,1280,640,91,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_22_03,438_56_1858902,986,493,76,296,0,296,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3006902,654,327,136,3,0,3,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3007902,1020,510,93,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3008902,432,216,62,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3009902,580,290,134,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3010902,812,406,93,171,0,171,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3011902,570,285,134,2,0,2,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3012902,622,311,157,3,0,3,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3013902,572,286,152,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3014902,640,320,141,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3015902,3354,1677,372,578,0,578,0,-100
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3016902,252,126,48,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3017902,606,303,119,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3018902,558,279,78,1,0,1,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3019902,634,317,140,2,0,2,0,-100
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3020902,822,411,156,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3021902,434,217,94,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3022902,442,221,60,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_23_03,438_56_3023902,430,215,54,4,0,4,0,-100
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3024902,558,279,64,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3025902,422,211,24,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3026902,612,306,96,1,0,1,0,-100
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3027902,630,315,119,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3028902,460,230,33,0,0,0,0,0
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3029902,620,310,109,3,0,3,0,-100
7,8,R7,LEÓN DL5,,30_3220_24_03,438_56_3030902,442,221,104,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1468902,734,367,112,133,4,129,1.0899,-93.985
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1469902,488,244,142,53,3,50,1.2295,-88.6792
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1501902,1260,630,114,476,12,464,1.9048,-94.958
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1502902,1826,913,285,236,10,226,1.0953,-91.5254
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1507902,728,364,37,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_56_03,438_56_1511902,814,407,113,32,10,22,2.457,-37.5
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1522902,458,229,25,0,0,0,0,0
8,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1523902,426,213,20,11,1,10,0.4695,-81.8182
8,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1524902,522,261,65,12,2,10,0.7663,-66.6667
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1534902,690,345,133,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1535902,516,258,55,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1536902,290,145,77,4,0,4,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1537902,732,366,138,10,0,10,0,-100
8,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1538902,484,242,107,0,0,0,0,0
8,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1539902,602,301,53,22,3,19,0.9967,-72.7273
8,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1540902,488,244,25,22,0,22,0,-100
8,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1541902,368,184,30,12,0,12,0,-100
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1542902,282,141,29,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1543902,506,253,25,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1544902,482,241,20,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1545902,630,315,57,79,2,77,0.6349,-94.9367
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1546902,654,327,69,61,2,59,0.6116,-93.4426
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1547902,960,480,103,11,1,10,0.2083,-81.8182
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1548902,1036,518,44,145,0,145,0,-100
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1549902,408,204,66,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1550902,404,202,29,120,2,118,0.9901,-96.6667
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1551902,306,153,21,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1552902,742,371,64,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1553902,658,329,57,4,0,4,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1554902,700,350,59,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1555902,620,310,78,9,0,9,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1556902,586,293,61,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1557902,648,324,37,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1568902,518,259,63,7,0,7,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1569902,560,280,65,8,0,8,0,-100
13,9,R7,LEÓN DL6,,30_3220_47_03,438_56_1570902,1028,514,33,5,0,5,0,-100
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1571902,326,163,30,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1572902,416,208,24,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1573902,314,157,21,0,0,0,0,0
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1574902,768,384,28,264,9,255,2.3438,-93.1818
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1575902,620,310,16,58,0,58,0,-100
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1576902,616,308,21,7,0,7,0,-100
7,9,R7,LEÓN DL6,,30_3220_45_03,438_56_1577902,606,303,31,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1578902,410,205,20,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1579902,320,160,34,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1580902,362,181,8,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_48_03,438_56_1591902,1018,509,129,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_48_03,438_56_1592902,716,358,90,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_48_03,438_56_1593902,804,402,122,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_48_03,438_56_1594902,786,393,79,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1595902,574,287,58,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_46_03,438_56_1596902,658,329,70,0,0,0,0,0
13,9,R7,LEÓN DL6,,30_3220_49_03,438_56_1597902,388,194,77,0,0,0,0,0
